Census,School Name,Category,Year Level,Students
04 August 2017,Lyneham Primary School,Gov,Year 5,55
15 February 2017,Lyneham Primary School,Gov,Year 5,54
05 August 2016,Lyneham Primary School,Gov,Year 5,79
17 February 2016,Lyneham Primary School,Gov,Year 5,75
07 August 2015,Lyneham Primary School,Gov,Year 5,55
18 February 2015,Lyneham Primary School,Gov,Year 5,52
01 August 2014,Lyneham Primary School,Gov,Year 5,58
19 February 2014,Lyneham Primary School,Gov,Year 5,55
01 August 2013,Lyneham Primary School,Gov,Year 5,39
01 February 2013,Lyneham Primary School,Gov,Year 5,37
01 August 2012,Lyneham Primary School,Gov,Year 5,57
01 February 2012,Lyneham Primary School,Gov,Year 5,60
01 August 2011,Lyneham Primary School,Gov,Year 5,56
01 February 2011,Lyneham Primary School,Gov,Year 5,57
01 August 2010,Lyneham Primary School,Gov,Year 5,61
01 February 2010,Lyneham Primary School,Gov,Year 5,60
01 August 2009,Lyneham Primary School,Gov,Year 5,54
01 February 2009,Lyneham Primary School,Gov,Year 5,57
10 February 2023,Lyneham Primary School,Gov,Year 6,72
05 August 2022,Lyneham Primary School,Gov,year 6,90
18 February 2022,Lyneham Primary School,Gov,year 6,89
06 August 2021,Lyneham Primary School,Gov,Year 6,72
19 February 2021,Lyneham Primary School,Gov,year 6,69
07 August 2020,Lyneham Primary School,Gov,year 6,77
19 February 2020,Lyneham Primary School,Gov,year 6,74
02 August 2019,Lyneham Primary School,Gov,Year 6,70
20 February 2019,Lyneham Primary School,Gov,Year 6,70
03 August 2018,Lyneham Primary School,Gov,Year 6,65
21 February 2018,Lyneham Primary School,Gov,Year 6,62
04 August 2017,Lyneham Primary School,Gov,Year 6,83
15 February 2017,Lyneham Primary School,Gov,Year 6,83
05 August 2016,Lyneham Primary School,Gov,Year 6,54
17 February 2016,Lyneham Primary School,Gov,Year 6,54
07 August 2015,Lyneham Primary School,Gov,Year 6,61
18 February 2015,Lyneham Primary School,Gov,Year 6,60
01 August 2014,Lyneham Primary School,Gov,Year 6,43
19 February 2014,Lyneham Primary School,Gov,Year 6,44
01 August 2013,Lyneham Primary School,Gov,Year 6,63
01 February 2013,Lyneham Primary School,Gov,Year 6,61
01 August 2012,Lyneham Primary School,Gov,Year 6,60
01 February 2012,Lyneham Primary School,Gov,Year 6,62
01 August 2011,Lyneham Primary School,Gov,Year 6,55
01 February 2011,Lyneham Primary School,Gov,Year 6,61
01 August 2010,Lyneham Primary School,Gov,Year 6,55
01 February 2010,Lyneham Primary School,Gov,Year 6,53
01 August 2009,Lyneham Primary School,Gov,Year 6,60
01 February 2009,Lyneham Primary School,Gov,Year 6,61
10 February 2023,Lyons Early Childhood School,Gov,Kindergarten,40
05 August 2022,Lyons Early Childhood School,Gov,Kindergarten,38
18 February 2022,Lyons Early Childhood School,Gov,Kindergarten,36
06 August 2021,Lyons Early Childhood School,Gov,Kindergarten,32
19 February 2021,Lyons Early Childhood School,Gov,Kindergarten,33
07 August 2020,Lyons Early Childhood School,Gov,Kindergarten,37
19 February 2020,Lyons Early Childhood School,Gov,Kindergarten,37
02 August 2019,Lyons Early Childhood School,Gov,Kindergarten,25
20 February 2019,Lyons Early Childhood School,Gov,Kindergarten,25
03 August 2018,Lyons Early Childhood School,Gov,Kindergarten,29
21 February 2018,Lyons Early Childhood School,Gov,Kindergarten,31
04 August 2017,Lyons Early Childhood School,Gov,Kindergarten,44
15 February 2017,Lyons Early Childhood School,Gov,Kindergarten,43
05 August 2016,Lyons Early Childhood School,Gov,Kindergarten,40
17 February 2016,Lyons Early Childhood School,Gov,Kindergarten,42
07 August 2015,Lyons Early Childhood School,Gov,Kindergarten,45
18 February 2015,Lyons Early Childhood School,Gov,Kindergarten,49
01 August 2014,Lyons Early Childhood School,Gov,Kindergarten,38
19 February 2014,Lyons Early Childhood School,Gov,Kindergarten,39
01 August 2013,Lyons Early Childhood School,Gov,Kindergarten,48
01 February 2013,Lyons Early Childhood School,Gov,Kindergarten,50
01 August 2012,Lyons Early Childhood School,Gov,Kindergarten,28
01 February 2012,Lyons Early Childhood School,Gov,Kindergarten,25
01 August 2011,Lyons Early Childhood School,Gov,Kindergarten,38
01 February 2011,Lyons Early Childhood School,Gov,Kindergarten,37
01 August 2010,Lyons Early Childhood School,Gov,Kindergarten,10
01 February 2010,Lyons Early Childhood School,Gov,Kindergarten,12
01 August 2009,Lyons Early Childhood School,Gov,Kindergarten,6
01 February 2009,Lyons Early Childhood School,Gov,Kindergarten,7
10 February 2023,Lyons Early Childhood School,Gov,Preschool,41
05 August 2022,Lyons Early Childhood School,Gov,Preschool,54
18 February 2022,Lyons Early Childhood School,Gov,Preschool,56
06 August 2021,Lyons Early Childhood School,Gov,Preschool,60
19 February 2021,Lyons Early Childhood School,Gov,Preschool,56
07 August 2020,Lyons Early Childhood School,Gov,Preschool,39
19 February 2020,Lyons Early Childhood School,Gov,Preschool,42
02 August 2019,Lyons Early Childhood School,Gov,Preschool,66
20 February 2019,Lyons Early Childhood School,Gov,Preschool,64
03 August 2018,Lyons Early Childhood School,Gov,Preschool,44
21 February 2018,Lyons Early Childhood School,Gov,Preschool,42
04 August 2017,Lyons Early Childhood School,Gov,Preschool,64
15 February 2017,Lyons Early Childhood School,Gov,Preschool,63
05 August 2016,Lyons Early Childhood School,Gov,Preschool,62
17 February 2016,Lyons Early Childhood School,Gov,Preschool,57
07 August 2015,Lyons Early Childhood School,Gov,Preschool,64
18 February 2015,Lyons Early Childhood School,Gov,Preschool,66
01 August 2014,Lyons Early Childhood School,Gov,Preschool,64
19 February 2014,Lyons Early Childhood School,Gov,Preschool,65
01 August 2013,Lyons Early Childhood School,Gov,Preschool,59
01 February 2013,Lyons Early Childhood School,Gov,Preschool,57
01 August 2012,Lyons Early Childhood School,Gov,Preschool,63
01 February 2012,Lyons Early Childhood School,Gov,Preschool,61
01 August 2011,Lyons Early Childhood School,Gov,Preschool,48
01 February 2011,Lyons Early Childhood School,Gov,Preschool,41
01 August 2010,Lyons Early Childhood School,Gov,Preschool,53
01 February 2010,Lyons Early Childhood School,Gov,Preschool,50
01 August 2009,Lyons Early Childhood School,Gov,Preschool,32
01 February 2009,Lyons Early Childhood School,Gov,Preschool,28
10 February 2023,Lyons Early Childhood School,Gov,Year 1,29
05 August 2022,Lyons Early Childhood School,Gov,Year 1,27
18 February 2022,Lyons Early Childhood School,Gov,Year 1,29
06 August 2021,Lyons Early Childhood School,Gov,Year 1,28
19 February 2021,Lyons Early Childhood School,Gov,Year 1,29
07 August 2020,Lyons Early Childhood School,Gov,Year 1,18
19 February 2020,Lyons Early Childhood School,Gov,Year 1,20
02 August 2019,Lyons Early Childhood School,Gov,Year 1,22
20 February 2019,Lyons Early Childhood School,Gov,Year 1,24
03 August 2018,Lyons Early Childhood School,Gov,Year 1,30
21 February 2018,Lyons Early Childhood School,Gov,Year 1,32
04 August 2017,Lyons Early Childhood School,Gov,Year 1,23
15 February 2017,Lyons Early Childhood School,Gov,Year 1,23
05 August 2016,Lyons Early Childhood School,Gov,Year 1,32
17 February 2016,Lyons Early Childhood School,Gov,Year 1,34
07 August 2015,Lyons Early Childhood School,Gov,Year 1,34
18 February 2015,Lyons Early Childhood School,Gov,Year 1,33
01 August 2014,Lyons Early Childhood School,Gov,Year 1,41
19 February 2014,Lyons Early Childhood School,Gov,Year 1,45
01 August 2013,Lyons Early Childhood School,Gov,Year 1,23
01 February 2013,Lyons Early Childhood School,Gov,Year 1,24
01 August 2012,Lyons Early Childhood School,Gov,Year 1,30
01 February 2012,Lyons Early Childhood School,Gov,Year 1,31
01 August 2011,Lyons Early Childhood School,Gov,Year 1,8
01 February 2011,Lyons Early Childhood School,Gov,Year 1,8
01 August 2010,Lyons Early Childhood School,Gov,Year 1,6
01 February 2010,Lyons Early Childhood School,Gov,Year 1,6
10 February 2023,Lyons Early Childhood School,Gov,Year 2,25
05 August 2022,Lyons Early Childhood School,Gov,Year 2,27
18 February 2022,Lyons Early Childhood School,Gov,Year 2,27
06 August 2021,Lyons Early Childhood School,Gov,Year 2,17
19 February 2021,Lyons Early Childhood School,Gov,Year 2,18
07 August 2020,Lyons Early Childhood School,Gov,Year 2,9
19 February 2020,Lyons Early Childhood School,Gov,Year 2,11
02 August 2019,Lyons Early Childhood School,Gov,Year 2,17
20 February 2019,Lyons Early Childhood School,Gov,Year 2,21
03 August 2018,Lyons Early Childhood School,Gov,Year 2,13
21 February 2018,Lyons Early Childhood School,Gov,Year 2,15
04 August 2017,Lyons Early Childhood School,Gov,Year 2,23
15 February 2017,Lyons Early Childhood School,Gov,Year 2,24
05 August 2016,Lyons Early Childhood School,Gov,Year 2,25
17 February 2016,Lyons Early Childhood School,Gov,Year 2,28
07 August 2015,Lyons Early Childhood School,Gov,Year 2,27
18 February 2015,Lyons Early Childhood School,Gov,Year 2,31
01 August 2014,Lyons Early Childhood School,Gov,Year 2,20
19 February 2014,Lyons Early Childhood School,Gov,Year 2,21
01 August 2013,Lyons Early Childhood School,Gov,Year 2,17
01 February 2013,Lyons Early Childhood School,Gov,Year 2,16
01 August 2012,Lyons Early Childhood School,Gov,Year 2,9
01 February 2012,Lyons Early Childhood School,Gov,Year 2,8
01 August 2011,Lyons Early Childhood School,Gov,Year 2,10
01 February 2011,Lyons Early Childhood School,Gov,Year 2,8
01 August 2010,Lyons Early Childhood School,Gov,Year 2,1
10 February 2023,Macgregor Primary School,Gov,Kindergarten,93
05 August 2022,Macgregor Primary School,Gov,Kindergarten,74
18 February 2022,Macgregor Primary School,Gov,Kindergarten,75
06 August 2021,Macgregor Primary School,Gov,Kindergarten,81
19 February 2021,Macgregor Primary School,Gov,Kindergarten,81
07 August 2020,Macgregor Primary School,Gov,Kindergarten,93
19 February 2020,Macgregor Primary School,Gov,Kindergarten,93
02 August 2019,Macgregor Primary School,Gov,Kindergarten,87
20 February 2019,Macgregor Primary School,Gov,Kindergarten,86
03 August 2018,Macgregor Primary School,Gov,Kindergarten,74
21 February 2018,Macgregor Primary School,Gov,Kindergarten,77
04 August 2017,Macgregor Primary School,Gov,Kindergarten,72
15 February 2017,Macgregor Primary School,Gov,Kindergarten,71
05 August 2016,Macgregor Primary School,Gov,Kindergarten,78
17 February 2016,Macgregor Primary School,Gov,Kindergarten,77
07 August 2015,Macgregor Primary School,Gov,Kindergarten,91
18 February 2015,Macgregor Primary School,Gov,Kindergarten,94
01 August 2014,Macgregor Primary School,Gov,Kindergarten,69
19 February 2014,Macgregor Primary School,Gov,Kindergarten,66
01 August 2013,Macgregor Primary School,Gov,Kindergarten,68
01 February 2013,Macgregor Primary School,Gov,Kindergarten,67
01 August 2012,Macgregor Primary School,Gov,Kindergarten,77
01 February 2012,Macgregor Primary School,Gov,Kindergarten,78
01 August 2011,Macgregor Primary School,Gov,Kindergarten,58
01 February 2011,Macgregor Primary School,Gov,Kindergarten,60
01 August 2010,Macgregor Primary School,Gov,Kindergarten,59
01 February 2010,Macgregor Primary School,Gov,Kindergarten,60
01 August 2009,Macgregor Primary School,Gov,Kindergarten,31
01 February 2009,Macgregor Primary School,Gov,Kindergarten,31
10 February 2023,Macgregor Primary School,Gov,Preschool,82
05 August 2022,Macgregor Primary School,Gov,Preschool,88
18 February 2022,Macgregor Primary School,Gov,Preschool,88
06 August 2021,Macgregor Primary School,Gov,Preschool,84
19 February 2021,Macgregor Primary School,Gov,Preschool,87
07 August 2020,Macgregor Primary School,Gov,Preschool,88
19 February 2020,Macgregor Primary School,Gov,Preschool,85
02 August 2019,Macgregor Primary School,Gov,Preschool,87
20 February 2019,Macgregor Primary School,Gov,Preschool,88
03 August 2018,Macgregor Primary School,Gov,Preschool,88
21 February 2018,Macgregor Primary School,Gov,Preschool,88
04 August 2017,Macgregor Primary School,Gov,Preschool,87
15 February 2017,Macgregor Primary School,Gov,Preschool,85
05 August 2016,Macgregor Primary School,Gov,Preschool,80
17 February 2016,Macgregor Primary School,Gov,Preschool,76
07 August 2015,Macgregor Primary School,Gov,Preschool,90
18 February 2015,Macgregor Primary School,Gov,Preschool,82
01 August 2014,Macgregor Primary School,Gov,Preschool,114
19 February 2014,Macgregor Primary School,Gov,Preschool,105
01 August 2013,Macgregor Primary School,Gov,Preschool,89
01 February 2013,Macgregor Primary School,Gov,Preschool,80
01 August 2012,Macgregor Primary School,Gov,Preschool,84
01 February 2012,Macgregor Primary School,Gov,Preschool,79
01 August 2011,Macgregor Primary School,Gov,Preschool,80
01 February 2011,Macgregor Primary School,Gov,Preschool,78
01 August 2010,Macgregor Primary School,Gov,Preschool,73
01 February 2010,Macgregor Primary School,Gov,Preschool,70
01 August 2009,Macgregor Primary School,Gov,Preschool,68
01 February 2009,Macgregor Primary School,Gov,Preschool,62
10 February 2023,Macgregor Primary School,Gov,Year 1,77
05 August 2022,Macgregor Primary School,Gov,Year 1,82
18 February 2022,Macgregor Primary School,Gov,Year 1,82
06 August 2021,Macgregor Primary School,Gov,Year 1,84
19 February 2021,Macgregor Primary School,Gov,Year 1,88
07 August 2020,Macgregor Primary School,Gov,Year 1,84
19 February 2020,Macgregor Primary School,Gov,Year 1,86
02 August 2019,Macgregor Primary School,Gov,Year 1,72
20 February 2019,Macgregor Primary School,Gov,Year 1,73
03 August 2018,Macgregor Primary School,Gov,Year 1,63
21 February 2018,Macgregor Primary School,Gov,Year 1,63
04 August 2017,Macgregor Primary School,Gov,Year 1,74
15 February 2017,Macgregor Primary School,Gov,Year 1,74
05 August 2016,Macgregor Primary School,Gov,Year 1,91
17 February 2016,Macgregor Primary School,Gov,Year 1,92
07 August 2015,Macgregor Primary School,Gov,Year 1,62
18 February 2015,Macgregor Primary School,Gov,Year 1,64
01 August 2014,Macgregor Primary School,Gov,Year 1,68
19 February 2014,Macgregor Primary School,Gov,Year 1,68
01 August 2013,Macgregor Primary School,Gov,Year 1,76
01 February 2013,Macgregor Primary School,Gov,Year 1,76
01 August 2012,Macgregor Primary School,Gov,Year 1,59
01 February 2012,Macgregor Primary School,Gov,Year 1,62
01 August 2011,Macgregor Primary School,Gov,Year 1,60
01 February 2011,Macgregor Primary School,Gov,Year 1,60
01 August 2010,Macgregor Primary School,Gov,Year 1,38
01 February 2010,Macgregor Primary School,Gov,Year 1,35
01 August 2009,Macgregor Primary School,Gov,Year 1,56
01 February 2009,Macgregor Primary School,Gov,Year 1,54
10 February 2023,Macgregor Primary School,Gov,Year 2,83
05 August 2022,Macgregor Primary School,Gov,Year 2,87
18 February 2022,Macgregor Primary School,Gov,Year 2,85
06 August 2021,Macgregor Primary School,Gov,Year 2,86
19 February 2021,Macgregor Primary School,Gov,Year 2,85
07 August 2020,Macgregor Primary School,Gov,Year 2,71
19 February 2020,Macgregor Primary School,Gov,Year 2,71
02 August 2019,Macgregor Primary School,Gov,Year 2,56
20 February 2019,Macgregor Primary School,Gov,Year 2,60
03 August 2018,Macgregor Primary School,Gov,Year 2,75
21 February 2018,Macgregor Primary School,Gov,Year 2,73
04 August 2017,Macgregor Primary School,Gov,Year 2,95
15 February 2017,Macgregor Primary School,Gov,Year 2,95
05 August 2016,Macgregor Primary School,Gov,Year 2,62
17 February 2016,Macgregor Primary School,Gov,Year 2,68
07 August 2015,Macgregor Primary School,Gov,Year 2,69
18 February 2015,Macgregor Primary School,Gov,Year 2,68
01 August 2014,Macgregor Primary School,Gov,Year 2,78
19 February 2014,Macgregor Primary School,Gov,Year 2,75
01 August 2013,Macgregor Primary School,Gov,Year 2,52
01 February 2013,Macgregor Primary School,Gov,Year 2,54
01 August 2012,Macgregor Primary School,Gov,Year 2,57
01 February 2012,Macgregor Primary School,Gov,Year 2,58
01 August 2011,Macgregor Primary School,Gov,Year 2,32
01 February 2011,Macgregor Primary School,Gov,Year 2,32
01 August 2010,Macgregor Primary School,Gov,Year 2,54
01 February 2010,Macgregor Primary School,Gov,Year 2,54
01 August 2009,Macgregor Primary School,Gov,Year 2,43
01 February 2009,Macgregor Primary School,Gov,Year 2,43
10 February 2023,Macgregor Primary School,Gov,Year 3,90
05 August 2022,Macgregor Primary School,Gov,Year 3,87
18 February 2022,Macgregor Primary School,Gov,Year 3,90
06 August 2021,Macgregor Primary School,Gov,Year 3,64
19 February 2021,Macgregor Primary School,Gov,Year 3,65
07 August 2020,Macgregor Primary School,Gov,Year 3,55
19 February 2020,Macgregor Primary School,Gov,Year 3,56
02 August 2019,Macgregor Primary School,Gov,Year 3,85
20 February 2019,Macgregor Primary School,Gov,Year 3,79
03 August 2018,Macgregor Primary School,Gov,Year 3,97
21 February 2018,Macgregor Primary School,Gov,Year 3,90
04 August 2017,Macgregor Primary School,Gov,Year 3,68
15 February 2017,Macgregor Primary School,Gov,Year 3,65
05 August 2016,Macgregor Primary School,Gov,Year 3,70
17 February 2016,Macgregor Primary School,Gov,Year 3,72
07 August 2015,Macgregor Primary School,Gov,Year 3,78
18 February 2015,Macgregor Primary School,Gov,Year 3,79
01 August 2014,Macgregor Primary School,Gov,Year 3,54
19 February 2014,Macgregor Primary School,Gov,Year 3,53
01 August 2013,Macgregor Primary School,Gov,Year 3,55
01 February 2013,Macgregor Primary School,Gov,Year 3,55
01 August 2012,Macgregor Primary School,Gov,Year 3,35
01 February 2012,Macgregor Primary School,Gov,Year 3,32
01 August 2011,Macgregor Primary School,Gov,Year 3,54
01 February 2011,Macgregor Primary School,Gov,Year 3,54
01 August 2010,Macgregor Primary School,Gov,Year 3,47
01 February 2010,Macgregor Primary School,Gov,Year 3,47
01 August 2009,Macgregor Primary School,Gov,Year 3,41
01 February 2009,Macgregor Primary School,Gov,Year 3,39
10 February 2023,Macgregor Primary School,Gov,Year 4,85
05 August 2022,Macgregor Primary School,Gov,Year 4,61
18 February 2022,Macgregor Primary School,Gov,Year 4,58
06 August 2021,Macgregor Primary School,Gov,Year 4,58
19 February 2021,Macgregor Primary School,Gov,Year 4,57
07 August 2020,Macgregor Primary School,Gov,Year 4,76
19 February 2020,Macgregor Primary School,Gov,Year 4,74
02 August 2019,Macgregor Primary School,Gov,Year 4,87
20 February 2019,Macgregor Primary School,Gov,Year 4,89
03 August 2018,Macgregor Primary School,Gov,Year 4,61
21 February 2018,Macgregor Primary School,Gov,Year 4,60
04 August 2017,Macgregor Primary School,Gov,Year 4,69
15 February 2017,Macgregor Primary School,Gov,Year 4,70
05 August 2016,Macgregor Primary School,Gov,Year 4,76
17 February 2016,Macgregor Primary School,Gov,Year 4,80
07 August 2015,Macgregor Primary School,Gov,Year 4,49
18 February 2015,Macgregor Primary School,Gov,Year 4,52
01 August 2014,Macgregor Primary School,Gov,Year 4,51
19 February 2014,Macgregor Primary School,Gov,Year 4,50
01 August 2013,Macgregor Primary School,Gov,Year 4,37
01 February 2013,Macgregor Primary School,Gov,Year 4,39
01 August 2012,Macgregor Primary School,Gov,Year 4,48
01 February 2012,Macgregor Primary School,Gov,Year 4,48
01 August 2011,Macgregor Primary School,Gov,Year 4,43
01 February 2011,Macgregor Primary School,Gov,Year 4,47
01 August 2010,Macgregor Primary School,Gov,Year 4,43
01 February 2010,Macgregor Primary School,Gov,Year 4,42
01 August 2009,Macgregor Primary School,Gov,Year 4,39
01 February 2009,Macgregor Primary School,Gov,Year 4,38
10 February 2023,Macgregor Primary School,Gov,Year 5,56
05 August 2022,Macgregor Primary School,Gov,Year 5,55
18 February 2022,Macgregor Primary School,Gov,Year 5,55
06 August 2021,Macgregor Primary School,Gov,Year 5,77
19 February 2021,Macgregor Primary School,Gov,Year 5,80
07 August 2020,Macgregor Primary School,Gov,Year 5,88
19 February 2020,Macgregor Primary School,Gov,Year 5,88
02 August 2019,Macgregor Primary School,Gov,Year 5,61
20 February 2019,Macgregor Primary School,Gov,Year 5,66
03 August 2018,Macgregor Primary School,Gov,Year 5,70
21 February 2018,Macgregor Primary School,Gov,Year 5,70
04 August 2017,Macgregor Primary School,Gov,Year 5,81
15 February 2017,Macgregor Primary School,Gov,Year 5,78
05 August 2016,Macgregor Primary School,Gov,Year 5,52
17 February 2016,Macgregor Primary School,Gov,Year 5,52
07 August 2015,Macgregor Primary School,Gov,Year 5,55
18 February 2015,Macgregor Primary School,Gov,Year 5,54
01 August 2014,Macgregor Primary School,Gov,Year 5,40
19 February 2014,Macgregor Primary School,Gov,Year 5,39
01 August 2013,Macgregor Primary School,Gov,Year 5,49
01 February 2013,Macgregor Primary School,Gov,Year 5,49
01 August 2012,Macgregor Primary School,Gov,Year 5,39
01 February 2012,Macgregor Primary School,Gov,Year 5,39
01 August 2011,Macgregor Primary School,Gov,Year 5,43
01 February 2011,Macgregor Primary School,Gov,Year 5,44
01 August 2010,Macgregor Primary School,Gov,Year 5,40
01 February 2010,Macgregor Primary School,Gov,Year 5,41
01 August 2009,Macgregor Primary School,Gov,Year 5,40
01 February 2009,Macgregor Primary School,Gov,Year 5,39
10 February 2023,Macgregor Primary School,Gov,Year 6,55
05 August 2022,Macgregor Primary School,Gov,year 6,77
18 February 2022,Macgregor Primary School,Gov,year 6,77
06 August 2021,Macgregor Primary School,Gov,Year 6,82
19 February 2021,Macgregor Primary School,Gov,year 6,83
07 August 2020,Macgregor Primary School,Gov,year 6,56
19 February 2020,Macgregor Primary School,Gov,year 6,56
02 August 2019,Macgregor Primary School,Gov,Year 6,64
20 February 2019,Macgregor Primary School,Gov,Year 6,65
03 August 2018,Macgregor Primary School,Gov,Year 6,73
21 February 2018,Macgregor Primary School,Gov,Year 6,74
04 August 2017,Macgregor Primary School,Gov,Year 6,50
15 February 2017,Macgregor Primary School,Gov,Year 6,50
05 August 2016,Macgregor Primary School,Gov,Year 6,54
17 February 2016,Macgregor Primary School,Gov,Year 6,53
07 August 2015,Macgregor Primary School,Gov,Year 6,40
18 February 2015,Macgregor Primary School,Gov,Year 6,39
01 August 2014,Macgregor Primary School,Gov,Year 6,50
19 February 2014,Macgregor Primary School,Gov,Year 6,49
01 August 2013,Macgregor Primary School,Gov,Year 6,39
01 February 2013,Macgregor Primary School,Gov,Year 6,39
01 August 2012,Macgregor Primary School,Gov,Year 6,42
01 February 2012,Macgregor Primary School,Gov,Year 6,41
01 August 2011,Macgregor Primary School,Gov,Year 6,37
01 February 2011,Macgregor Primary School,Gov,Year 6,39
01 August 2010,Macgregor Primary School,Gov,Year 6,43
01 February 2010,Macgregor Primary School,Gov,Year 6,40
01 August 2009,Macgregor Primary School,Gov,Year 6,54
01 February 2009,Macgregor Primary School,Gov,Year 6,52
10 February 2023,Macquarie Primary School,Gov,Kindergarten,43
05 August 2022,Macquarie Primary School,Gov,Kindergarten,54
18 February 2022,Macquarie Primary School,Gov,Kindergarten,51
06 August 2021,Macquarie Primary School,Gov,Kindergarten,37
19 February 2021,Macquarie Primary School,Gov,Kindergarten,36
07 August 2020,Macquarie Primary School,Gov,Kindergarten,35
19 February 2020,Macquarie Primary School,Gov,Kindergarten,35
02 August 2019,Macquarie Primary School,Gov,Kindergarten,49
20 February 2019,Macquarie Primary School,Gov,Kindergarten,50
03 August 2018,Macquarie Primary School,Gov,Kindergarten,42
21 February 2018,Macquarie Primary School,Gov,Kindergarten,41
04 August 2017,Macquarie Primary School,Gov,Kindergarten,54
15 February 2017,Macquarie Primary School,Gov,Kindergarten,55
05 August 2016,Macquarie Primary School,Gov,Kindergarten,49
17 February 2016,Macquarie Primary School,Gov,Kindergarten,45
07 August 2015,Macquarie Primary School,Gov,Kindergarten,53
18 February 2015,Macquarie Primary School,Gov,Kindergarten,50
01 August 2014,Macquarie Primary School,Gov,Kindergarten,42
19 February 2014,Macquarie Primary School,Gov,Kindergarten,45
01 August 2013,Macquarie Primary School,Gov,Kindergarten,51
01 February 2013,Macquarie Primary School,Gov,Kindergarten,48
01 August 2012,Macquarie Primary School,Gov,Kindergarten,43
01 February 2012,Macquarie Primary School,Gov,Kindergarten,39
01 August 2011,Macquarie Primary School,Gov,Kindergarten,37
01 February 2011,Macquarie Primary School,Gov,Kindergarten,36
01 August 2010,Macquarie Primary School,Gov,Kindergarten,37
01 February 2010,Macquarie Primary School,Gov,Kindergarten,36
01 August 2009,Macquarie Primary School,Gov,Kindergarten,41
01 February 2009,Macquarie Primary School,Gov,Kindergarten,38
10 February 2023,Macquarie Primary School,Gov,Preschool,36
05 August 2022,Macquarie Primary School,Gov,Preschool,42
18 February 2022,Macquarie Primary School,Gov,Preschool,40
06 August 2021,Macquarie Primary School,Gov,Preschool,45
19 February 2021,Macquarie Primary School,Gov,Preschool,44
07 August 2020,Macquarie Primary School,Gov,Preschool,40
19 February 2020,Macquarie Primary School,Gov,Preschool,38
02 August 2019,Macquarie Primary School,Gov,Preschool,44
20 February 2019,Macquarie Primary School,Gov,Preschool,44
03 August 2018,Macquarie Primary School,Gov,Preschool,46
21 February 2018,Macquarie Primary School,Gov,Preschool,44
04 August 2017,Macquarie Primary School,Gov,Preschool,42
15 February 2017,Macquarie Primary School,Gov,Preschool,42
05 August 2016,Macquarie Primary School,Gov,Preschool,44
17 February 2016,Macquarie Primary School,Gov,Preschool,44
07 August 2015,Macquarie Primary School,Gov,Preschool,50
18 February 2015,Macquarie Primary School,Gov,Preschool,49
01 August 2014,Macquarie Primary School,Gov,Preschool,48
19 February 2014,Macquarie Primary School,Gov,Preschool,50
01 August 2013,Macquarie Primary School,Gov,Preschool,44
01 February 2013,Macquarie Primary School,Gov,Preschool,43
01 August 2012,Macquarie Primary School,Gov,Preschool,48
01 February 2012,Macquarie Primary School,Gov,Preschool,44
01 August 2011,Macquarie Primary School,Gov,Preschool,50
01 February 2011,Macquarie Primary School,Gov,Preschool,49
01 August 2010,Macquarie Primary School,Gov,Preschool,43
01 February 2010,Macquarie Primary School,Gov,Preschool,41
01 August 2009,Macquarie Primary School,Gov,Preschool,49
01 February 2009,Macquarie Primary School,Gov,Preschool,49
10 February 2023,Macquarie Primary School,Gov,Year 1,52
05 August 2022,Macquarie Primary School,Gov,Year 1,38
18 February 2022,Macquarie Primary School,Gov,Year 1,38
06 August 2021,Macquarie Primary School,Gov,Year 1,33
19 February 2021,Macquarie Primary School,Gov,Year 1,35
07 August 2020,Macquarie Primary School,Gov,Year 1,52
19 February 2020,Macquarie Primary School,Gov,Year 1,52
02 August 2019,Macquarie Primary School,Gov,Year 1,39
20 February 2019,Macquarie Primary School,Gov,Year 1,34
03 August 2018,Macquarie Primary School,Gov,Year 1,57
21 February 2018,Macquarie Primary School,Gov,Year 1,54
04 August 2017,Macquarie Primary School,Gov,Year 1,53
15 February 2017,Macquarie Primary School,Gov,Year 1,49
05 August 2016,Macquarie Primary School,Gov,Year 1,59
17 February 2016,Macquarie Primary School,Gov,Year 1,55
07 August 2015,Macquarie Primary School,Gov,Year 1,37
18 February 2015,Macquarie Primary School,Gov,Year 1,32
01 August 2014,Macquarie Primary School,Gov,Year 1,51
19 February 2014,Macquarie Primary School,Gov,Year 1,52
01 August 2013,Macquarie Primary School,Gov,Year 1,46
01 February 2013,Macquarie Primary School,Gov,Year 1,45
01 August 2012,Macquarie Primary School,Gov,Year 1,44
01 February 2012,Macquarie Primary School,Gov,Year 1,44
01 August 2011,Macquarie Primary School,Gov,Year 1,37
01 February 2011,Macquarie Primary School,Gov,Year 1,35
01 August 2010,Macquarie Primary School,Gov,Year 1,39
01 February 2010,Macquarie Primary School,Gov,Year 1,40
01 August 2009,Macquarie Primary School,Gov,Year 1,38
01 February 2009,Macquarie Primary School,Gov,Year 1,38
10 February 2023,Macquarie Primary School,Gov,Year 2,37
05 August 2022,Macquarie Primary School,Gov,Year 2,40
18 February 2022,Macquarie Primary School,Gov,Year 2,39
06 August 2021,Macquarie Primary School,Gov,Year 2,49
19 February 2021,Macquarie Primary School,Gov,Year 2,49
07 August 2020,Macquarie Primary School,Gov,Year 2,40
19 February 2020,Macquarie Primary School,Gov,Year 2,40
02 August 2019,Macquarie Primary School,Gov,Year 2,49
